Temp,Frequency,Power,Error,inv,header
20,2347.75,2.44027697469062e-07,-0.311720262269828,6,3
20,2455.66666666667,3.64836303627038e-07,-0.336101638668978,4,5
20,2713.25,4.81986568664761e-07,-0.334425085666278,6,5
20,2063.80769230769,2.83489671503194e-07,-0.314164594639001,10,7
